"row.names","subject","question","correct_response","response","score"
"17873","290","What is 4 +<sub>6</sub> 4? <br /><br /> (Remember, to perform +<sub>6</sub>, you start with the first number, and then add the second one to it. If the sum is smaller than 6, that's your result. If the sum is 6 or bigger, you subtract 6 to get your result.)","2","2
",0
"17906","290","Is the re a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I'm not sure how to figure this out",0
"17964","291","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't know",0
"18022","292","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"In order to be a generator the number has to be able equal one in at least calculations.",0
"18080","293","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I can't think of any pattern. I'm not sure how you can tell.",0
"18138","294","Is there a pattern to w hich ele ments are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"could be odd numbers, or a combination of sorts",0
"18205","295","Is there a pattern to which elements are generators? How can you know if an element x is a generato r under  <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I do not know I had to do the math on all the answers",0
"18272","296","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:1 4px;heig ht:14px> without seeing whether it can make all the elements?.",,"I really do not know.",0
"18339","297","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I have no idea. I don't fully understand it at this point",0
"18407","298","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_ symbol.p ng style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If it shows up on the nonagon",0
"18474","299","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"if an element is a factor of n it is not a generator",0
